Sample.ID,Tool,DBS1,DBS2,DBS3,DBS4,DBS5,DBS6,DBS7,DBS8,DBS9,DBS10,DBS11
Kidney-RCC::S.81,msa_opt,0,17.5438619329093,0,63.3587108318013,0,0,0,0,0,0,2.08447475868936
Kidney-RCC::S.82,msa_opt,0,55.2521319735075,0,6.9355968990595,0,2.01445987917783,0,0,204.509807821562,0,3.39447599600553
Kidney-RCC::S.83,msa_opt,0,32.8886666253141,0,23.4906392280135,0,0,0.266151508425119,0,6.42584641746912,0,1.51774713509232
Kidney-RCC::S.84,msa_opt,0,17.8204080187223,0,0,0,3.59704508368257,16.7589690311957,0,97.9660526288045,0,2.4551010002822
Kidney-RCC::S.85,msa_opt,0,9.30266225531864,0,0,0,4.25156729462714,1.3689746760892,0,44.7845363534579,0,4.88373981893245
Kidney-RCC::S.86,msa_opt,0,73.28514439113,0,6.55627579395024,0,0.430500565778518,5.34460176764371,0,95.1839379484568,0,0
Kidney-RCC::S.87,msa_opt,0,60.2918672575783,0,0,0,0,19.8137655385916,0,75.6978097531176,0,0
Kidney-RCC::S.88,msa_opt,0,55.6154260313301,0,24.7967431951764,0,1.39009804947902,1.86300116489232,0,1.80716695110649,0,0.670148207129374
Kidney-RCC::S.89,msa_opt,0,3.33795447214323,0,2.74031527579241,0,0.938270088007462,64.3569021483601,0,30.3429316303639,0,0
Kidney-RCC::S.90,msa_opt,0,2.5489038364814,0,0.848985205052089,0,0.330200726293211,1.65738755662204,0,43.6539166033281,0,0.0221541901198778
Kidney-RCC::S.91,msa_opt,0,35.5075196218549,0,47.6730164739189,0,0,0,0,41.7172721226038,0,0
Kidney-RCC::S.92,msa_opt,0,7.78951131585326,0,90.4692108492129,0,0,164.484253067417,0,34.2423282817765,0,3.54809174497979
Kidney-RCC::S.93,msa_opt,0,33.8737607472558,0,0,0,0.543375138976767,55.4397242562236,0,64.2875450296413,0,0
Kidney-RCC::S.94,msa_opt,0,6.81910458294523,0,7.78980932252422,0,0,0,0,6.39025084823414,0,0
Kidney-RCC::S.95,msa_opt,0,42.4132729848674,0,1.1705786329854,0,1.34397830991005,6.7541070770149,0,63.7755153385619,0,2.33003361329092
Kidney-RCC::S.96,msa_opt,0,94.8304900967311,0,39.1784599896426,0,0.355139995103726,0,0,5.84012797133414,0,5.69149589740119
Kidney-RCC::S.97,msa_opt,0,18.940932059626,0,40.3728134185336,0,2.7081545239601,1.28763664225002,0,87.7522812588935,0,0
Liver-HCC::MSI-H.S.1,msa_opt,0,724.785040982095,0,0,0,0,0,0,0,0,0
Liver-HCC::S.1,msa_opt,0,40.2968503543879,0,70.1605475795475,22.6650704792255,0,0,0,1.90953524186117,0,0
Liver-HCC::S.2,msa_opt,0,65.6734227379259,0,19.5692652810579,0.359697801231929,0,0,0,14.2457917543742,0,0
Liver-HCC::S.3,msa_opt,0,144.935559355006,0,119.602222540498,29.0119292726616,0,0,0,0,0,0
Liver-HCC::S.4,msa_opt,0,929.674243680667,0,0,0,0,0,0,0,0,0
Liver-HCC::S.5,msa_opt,0,30.0183608711893,0,5.1736372586093,0,0,0,0,5.24379180093451,0,0
Liver-HCC::S.6,msa_opt,0,87.750371369097,0,12.2427158771782,0,0,0,0,9.83151102269581,0,0
Liver-HCC::S.7,msa_opt,0,33.1902873124989,0,0,0.362934759497849,0,0,0,3.50086920290482,0,0
Liver-HCC::S.8,msa_opt,0,29.3899061744102,0,18.8629474500318,0,0,0,0,4.94073696007935,0,0
Liver-HCC::S.9,msa_opt,0,105.370345919485,0,160.204070466672,0,0,0,0,0,0,0
Liver-HCC::S.10,msa_opt,0,63.9826683791554,0,0,2.12584696001928,0,0,0,13.3605093125004,0,0
Liver-HCC::S.11,msa_opt,0,14.9344204881491,0,81.624667173785,3.33628193832697,0,0,0,5.75140469039812,0,0
Liver-HCC::S.12,msa_opt,0,173.115596823194,0,38.2304731225645,0,0,0,0,17.5113174831499,0,0
Liver-HCC::S.13,msa_opt,0,45.294139371955,0,161.32593891744,7.70170400325555,0,0,0,0.540852087978333,0,0
Liver-HCC::S.14,msa_opt,0,572.545806089633,0,0,0,0,0,0,0,0,0
Liver-HCC::S.15,msa_opt,0,91.4251465384395,0,0,0,0,0,0,0,0,0
Liver-HCC::S.16,msa_opt,0,65.4818167936903,0,63.9956072699875,2.21368069455382,0,0,0,3.96683318835038,0,0
Liver-HCC::S.17,msa_opt,0,53.3960016413676,0,76.2082242027384,0,0,0,0,4.9318783170636,0,0
Liver-HCC::S.18,msa_opt,0,48.097133017384,0,43.4289851181887,0,0,0,0,0,0,0
Liver-HCC::S.19,msa_opt,0,69.1451608288687,0,172.74182056875,7.99277508937527,0,0,0,0,0,0
Liver-HCC::S.20,msa_opt,0,148.991883507396,0,72.3382403595401,7.86773867272616,0,0,0,0,0,0
Liver-HCC::S.21,msa_opt,0,225.510431296229,0,0,63.3735319469163,0,0,0,0,0,0
Liver-HCC::S.22,msa_opt,0,51.0783034943043,0,46.241575340004,319.46219776477,0,0,0,19.3579764814381,0,0
Liver-HCC::S.23,msa_opt,0,421.345111546616,0,50.6904367574039,0,0,0,0,0,0,0
Liver-HCC::S.24,msa_opt,0,90.9039281323469,0,0,0,0,0,0,0,0,0
Liver-HCC::S.25,msa_opt,0,51.4858074830049,0,0.479202746267564,0.862171668861372,0,0,0,0,0,0
Liver-HCC::S.26,msa_opt,0,244.145609645392,0,178.615735541374,0,0,0,0,0,0,0
Liver-HCC::S.27,msa_opt,0,86.4912657270853,0,1.45562737272663,0,0,0,0,7.48810343175916,0,0
Liver-HCC::S.28,msa_opt,0,8.60725111810977,0,174.357209901468,0,0,0,0,0,0,0
Liver-HCC::S.29,msa_opt,0,56.5203960045037,0,0.568829346992873,1.57669997253567,0,0,0,0,0,0
Liver-HCC::S.30,msa_opt,0,50.7736742524386,0,4.27937418212275,112.692345875196,0,0,0,15.3496851528463,0,0
Liver-HCC::S.31,msa_opt,0,21.5328790072912,0,0,0,0,0,0,0,0,0
Liver-HCC::S.32,msa_opt,0,6.74065643090004,0,1.94868713243124,2.21869168685753,0,0,0,20.1333475371466,0,0
Liver-HCC::S.33,msa_opt,0,125.41555656357,0,33.4850115177813,1.35901609923452,0,0,0,18.6797403026089,0,0
Liver-HCC::S.34,msa_opt,0,108.797615532765,0,123.95336715276,3.7620174224683,0,0,0,0,0,0
Liver-HCC::S.35,msa_opt,0,85.9939705063954,0,207.279667875483,276.61172184315,0,0,0,0,0,0
Liver-HCC::S.36,msa_opt,0,2.45201375452958,0,53.4634509112077,1.02203670356966,0,0,0,9.28819537922337,0,0
Liver-HCC::S.37,msa_opt,0,12.6945469672396,0,23.7962250863168,0,0,0,0,6.9619391016564,0,0
Liver-HCC::S.38,msa_opt,0,19.1499134955831,0,2.81098138024826,0,0,0,0,3.60686786052566,0,0
Liver-HCC::S.39,msa_opt,0,196.439786336106,0,0,2.5481942004813,0,0,0,0,0,0
Liver-HCC::S.40,msa_opt,0,199.041626768097,0,73.280514805815,0,0,0,0,10.30094059892,0,0
Liver-HCC::S.41,msa_opt,0,18.4598350688352,0,9.50897747899535,0,0,0,0,0,0,0
Liver-HCC::S.42,msa_opt,0,38.736645038427,0,0,0.356427185953552,0,0,0,6.18015777152914,0,0
Liver-HCC::S.43,msa_opt,0,13.9523237009237,0,96.6991721375015,3.50550995776281,0,0,0,0,0,0
Liver-HCC::S.44,msa_opt,0,194.178677912062,0,0,0,0,0,0,0,0,0
Liver-HCC::S.45,msa_opt,0,163.716847839543,0,26.4774547219515,0,0,0,0,0,0,0
Liver-HCC::S.46,msa_opt,0,321.974476084879,0,72.7317732550688,0,0,0,0,0,0,0
Liver-HCC::S.47,msa_opt,0,40.9403619089579,0,157.055566529191,6.29327929236618,0,0,0,0,0,0
Liver-HCC::S.48,msa_opt,0,261.33312150875,0,196.925913626907,2.444491120728,0,0,0,0,0,0
Liver-HCC::S.49,msa_opt,0,38.2922342845267,0,23.4310937036767,0,0,0,0,11.7504462437456,0,0
Liver-HCC::S.50,msa_opt,0,40.6828723105099,0,60.1799013185297,37.3010125264452,0,0,0,5.8537108072242,0,0
Liver-HCC::S.51,msa_opt,0,26.7047398052947,0,178.158010197842,0,0,0,0,0,0,0
Liver-HCC::S.52,msa_opt,0,21.9733090107514,0,7.12652083865849,2.37032191467988,0,0,0,5.90560364772841,0,0
Liver-HCC::S.53,msa_opt,0,25.8592810889902,0,0,2.8333191117148,0,0,0,8.41537836303142,0,0
Liver-HCC::S.54,msa_opt,0,5.70720795396727,0,18.6544387374756,0.794011239951854,0,0,0,9.50098441466905,0,0
Liver-HCC::S.55,msa_opt,0,143.232424624356,0,3.06830528940918,6.01246456096563,0,0,0,26.158189434262,0,0
Liver-HCC::S.56,msa_opt,0,20.8806924481577,0,52.6879588548251,2.71560721477625,0,0,0,7.8517014184519,0,0
Liver-HCC::S.57,msa_opt,0,164.687852693649,0,32.656814590566,0,0,0,0,0,0,0
Liver-HCC::S.58,msa_opt,0,108.810110381753,0,17.6512088071851,0,0,0,0,0.803229755511655,0,0
Liver-HCC::S.59,msa_opt,0,18.4586209402063,0,24.40708140127,1.2950013059676,0,0,0,0.475233149356769,0,0
Liver-HCC::S.60,msa_opt,0,303.401164402575,0,0,1.97578147355618,0,0,0,8.48108403128581,0,0
Liver-HCC::S.61,msa_opt,0,338.208938044888,0,0,0,0,0,0,0,0,0
Liver-HCC::S.62,msa_opt,0,42.5412048572167,0,86.9338892009889,0,0,0,0,5.88056638499096,0,0
Liver-HCC::S.63,msa_opt,0,132.233534532422,0,175.580868344241,4.6968101413442,0,0,0,0,0,0
Liver-HCC::S.64,msa_opt,0,350.180232428146,0,38.9205115266448,0,0,0,0,0,0,0
Liver-HCC::S.65,msa_opt,0,17.6214002657024,0,69.6815154739529,0.373173049484116,0,0,0,0,0,0
Liver-HCC::S.66,msa_opt,0,151.082936197621,0,23.6033049777694,0,0,0,0,2.97423532871711,0,0
Liver-HCC::S.67,msa_opt,0,28.0249796006726,0,0,0.31601363692294,0,0,0,1.19821905547597,0,0
Liver-HCC::S.68,msa_opt,0,27.1826764921776,0,249.928665300176,9.07306308416523,0,0,0,0,0,0
Liver-HCC::S.69,msa_opt,0,125.135935551322,0,48.5065462679679,150.778708634369,0,0,0,0.0747203054264015,0,0
Liver-HCC::S.70,msa_opt,0,14.3046397692224,0,80.897862364859,5.86029349103383,0,0,0,1.4610596104298,0,0
Liver-HCC::S.71,msa_opt,0,276.699105296181,0,0,0,0,0,0,0,0,0
Liver-HCC::S.72,msa_opt,0,200.533779144244,0,29.2593688054639,0,0,0,0,0,0,0
Liver-HCC::S.73,msa_opt,0,85.4627594993187,0,9.08080676299151,0,0,0,0,4.50333734110997,0,0
Liver-HCC::S.74,msa_opt,0,4.01420994447857,0,47.4506720830084,3.82155348512262,0,0,0,6.93762338648361,0,0
Liver-HCC::S.75,msa_opt,0,267.738239995615,0,62.1938879894712,2.97053148489302,0,0,0,13.6884781692292,0,0
Liver-HCC::S.76,msa_opt,0,9.08347939991177,0,97.4103930589281,1.30508161756698,0,0,0,0,0,0
Liver-HCC::S.77,msa_opt,0,109.437308304688,0,26.256277176156,0,0,0,0,2.75219846734372,0,0
Liver-HCC::S.78,msa_opt,0,13.5860693782101,0,10.7184589015773,0.579322061041603,0,0,0,11.3747236559278,0,0
Liver-HCC::S.79,msa_opt,0,8.4862278500388,0,2.22602200892312,1.89547314312382,0,0,0,9.92129412084106,0,0
Liver-HCC::S.80,msa_opt,0,432.925752483806,0,9.04496859664298,0,0,0,0,0,0,0
Liver-HCC::S.81,msa_opt,0,368.657712270213,0,318.067496501352,0,0,0,0,0,0,0
Liver-HCC::S.82,msa_opt,0,6.44655667924578,0,49.8808122296648,66.5640568659904,0,0,0,33.2190784381722,0,0
Liver-HCC::S.83,msa_opt,0,389.976143311039,0,0,0,0,0,0,0,0,0
Liver-HCC::S.84,msa_opt,0,33.1116492670664,0,104.145678600105,5.47865287742782,0,0,0,0,0,0
Liver-HCC::S.85,msa_opt,0,43.4518358729766,0,2.25206685355777,1.51425605039023,0,0,0,0,0,0
Liver-HCC::S.86,msa_opt,0,291.413242801707,0,35.1937058303708,0,0,0,0,0,0,0
Liver-HCC::S.87,msa_opt,0,47.768206495066,0,79.8660995649593,1.04943805611553,0,0,0,1.23336505429238,0,0
Liver-HCC::S.88,msa_opt,0,20.2623690077106,0,0.0635377900525335,1.55726736032726,0,0,0,8.02272126051688,0,0
Liver-HCC::S.89,msa_opt,0,179.455829470599,0,40.6202360573498,35.1380257379645,0,0,0,7.50367004231056,0,0
Liver-HCC::S.90,msa_opt,0,250.027126346435,0,0,3.52127885948213,0,0,0,0,0,0
Liver-HCC::S.91,msa_opt,0,12.6041804731413,0,93.071558349365,219.20628327572,0,0,0,19.0099871165589,0,0
Liver-HCC::S.92,msa_opt,0,363.074921268313,0,22.9533667879761,0,0,0,0,0,0,0
Liver-HCC::S.93,msa_opt,0,455.824828606112,0,0,2.89532540563961,0,0,0,0,0,0
Liver-HCC::S.94,msa_opt,0,97.0342477892597,0,89.9580548590289,0.764169321851868,0,0,0,8.26933854177962,0,0
Liver-HCC::S.95,msa_opt,0,56.4309909572759,0,0.661596004352787,0,0,0,0,0,0,0
Liver-HCC::S.96,msa_opt,0,150.667564289043,0,139.494267097084,76.9135266701505,0,0,0,0,0,0
Liver-HCC::S.97,msa_opt,0,213.35001158153,0,0,0.606429945134124,0,0,0,0,0,0
Liver-HCC::S.98,msa_opt,0,79.8075436907675,0,129.734704938998,0,0,0,0,0,0,0
Liver-HCC::S.99,msa_opt,0,101.332681578885,0,71.22823732075,0,0,0,0,36.7438788969999,0,0
Lung-AdenoCA::S.1,msa_opt,0,77.9584881897148,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.2,msa_opt,0,193.79764677623,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.3,msa_opt,0,1564.31966843404,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.4,msa_opt,0,479.852602161085,0,0,0,189.736044461296,0,0,0,0,0
Lung-AdenoCA::S.5,msa_opt,0,499.424833678425,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.6,msa_opt,0,40.6080133919297,0,18.8087914490012,0,0,0,0,0,0,0
Lung-AdenoCA::S.7,msa_opt,0,0,0,0,0,1922.8844480496,0,0,0,0,0
Lung-AdenoCA::S.8,msa_opt,0,1282.57677451171,0,0,0,197.534844821389,0,0,0,0,0
Lung-AdenoCA::S.9,msa_opt,0,123.635114538749,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.10,msa_opt,0,6466.7578551559,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.11,msa_opt,0,1844.02932556606,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.12,msa_opt,0,348.484579511191,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.13,msa_opt,0,942.739281468299,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.14,msa_opt,0,2363.23671359498,0,0,0,353.311444264308,0,0,0,0,0
Lung-AdenoCA::S.15,msa_opt,0,2748.8622616672,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.16,msa_opt,0,574.095431643631,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.17,msa_opt,0,494.293669023028,0,0,1073.48119861553,0,0,0,0,0,0
Lung-AdenoCA::S.18,msa_opt,0,55.8697880834171,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.19,msa_opt,0,771.787408794304,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.20,msa_opt,0,49.7464450422924,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.21,msa_opt,0,132.441532527615,0,0,15.3110042756768,0,0,0,0,0,0
Lung-AdenoCA::S.22,msa_opt,0,757.587499045366,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.23,msa_opt,0,617.133866882403,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.24,msa_opt,0,201.293657167147,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.25,msa_opt,0,435.905953004936,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.26,msa_opt,0,932.141258266706,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.27,msa_opt,0,2595.24002943921,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.28,msa_opt,0,955.097824561286,0,0,0,578.064367575421,0,0,0,0,0
Lung-AdenoCA::S.29,msa_opt,0,419.399398270393,0,0,0,1460.3361603717,0,0,0,0,0
Lung-AdenoCA::S.30,msa_opt,0,71.1320801228311,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.31,msa_opt,0,286.12972748693,0,0,0,319.147790615666,0,0,0,0,0
Lung-AdenoCA::S.32,msa_opt,0,901.409140420667,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.33,msa_opt,0,105.657242532087,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.34,msa_opt,0,23.7803810836877,0,0,0,21.186147945934,0,0,0,0,0
Lung-AdenoCA::S.35,msa_opt,0,4666.47302151696,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.36,msa_opt,0,1659.57664570017,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.37,msa_opt,0,327.432827617673,0,0,0,0,0,0,0,0,118.858119821818
Lung-AdenoCA::S.38,msa_opt,0,47.9202324610268,0,17.3514866585774,0,0,0,0,0,0,0
Lung-AdenoCA::S.39,msa_opt,0,51.7253924331959,0,0,17.7209341079547,37.0988561347494,0,0,0,0,0
Lung-AdenoCA::S.40,msa_opt,0,155.339564920691,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.41,msa_opt,0,28.8464221495728,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.42,msa_opt,0,93.0488252537801,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.43,msa_opt,0,402.987501519153,0,0,0,145.220987171004,0,0,0,0,0
Lung-AdenoCA::S.44,msa_opt,0,390.97214954057,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.45,msa_opt,0,185.570596295312,0,22.0982587497488,84.0961398740759,0,0,0,0,0,45.252575692602
Lung-AdenoCA::S.46,msa_opt,0,103.865221068064,0,12.6137255221072,0,0,0,0,0,0,0
Lung-AdenoCA::S.47,msa_opt,0,213.565253755818,0,0,0,168.608178486215,0,0,0,0,0
Lung-AdenoCA::S.48,msa_opt,0,588.538087128571,0,0,206.017419635303,0,0,0,0,0,0
Lung-AdenoCA::S.49,msa_opt,0,153.660251765766,0,0,0,370.02865249445,0,0,0,0,0
Lung-AdenoCA::S.50,msa_opt,0,96.6837194316936,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.51,msa_opt,0,95.9883665573593,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.52,msa_opt,0,28.2183513918719,0,0,0,29.3082998025329,0,0,0,0,29.0646814482415
Lung-AdenoCA::S.53,msa_opt,0,65.8188748914905,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.54,msa_opt,0,799.751496415851,0,0,459.223817578038,0,0,0,0,0,0
Lung-AdenoCA::S.55,msa_opt,0,92.416925917527,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.56,msa_opt,0,521.015987332662,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.57,msa_opt,0,709.630332909119,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.58,msa_opt,0,1125.49508408078,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.59,msa_opt,0,5551.09397215041,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.60,msa_opt,0,395.930430716319,0,0,174.075488046761,74.2655056948538,0,0,0,0,0
Lung-AdenoCA::S.61,msa_opt,0,497.306369177346,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.62,msa_opt,0,470.679071270242,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.63,msa_opt,0,1617.19650299948,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.64,msa_opt,0,47.3303272864835,0,0,0,137.752945273702,0,0,0,0,0
Lung-AdenoCA::S.65,msa_opt,0,29.8309649391735,0,0,0,88.7837763624526,0,0,0,0,0
Lung-AdenoCA::S.66,msa_opt,0,1025.75872204379,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.67,msa_opt,0,0,0,0,0,0,0,0,0,0,37.6588911976905
Lung-AdenoCA::S.68,msa_opt,0,271.425384844042,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.69,msa_opt,0,430.893641230183,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.70,msa_opt,0,91.8804212659593,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.71,msa_opt,0,694.818138889837,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.72,msa_opt,0,5343.78085541575,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.73,msa_opt,0,51.9718421969274,0,4.66472627616973,0,0,0,0,0,0,0
Lung-AdenoCA::S.74,msa_opt,0,33.8903406583228,0,21.4705676094988,63.6167301156331,0,0,0,0,0,0
Lung-AdenoCA::S.75,msa_opt,0,3220.07994490713,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.76,msa_opt,0,9.30045135215047,0,0,0,12.1415864425034,0,0,0,0,0
Lung-AdenoCA::S.77,msa_opt,0,417.57359685976,0,0,0,0,0,0,0,0,101.783456589943
Lung-AdenoCA::S.78,msa_opt,0,1092.6623514788,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.79,msa_opt,0,564.088374321977,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.80,msa_opt,0,2686.42122859711,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.81,msa_opt,0,708.17131608962,0,71.9010576081643,0,467.941049860221,0,0,0,0,120.785845990403
Lung-AdenoCA::S.82,msa_opt,0,0,0,0,0,0,0,0,0,0,179.440758762691
Lung-AdenoCA::S.83,msa_opt,0,3819.11465948854,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.84,msa_opt,0,35.5997232335759,0,21.6757988577931,13.0334124503672,20.8096232740037,0,0,0,0,0
Lung-AdenoCA::S.85,msa_opt,0,134.128469325933,0,0,372.51768313184,131.241821591512,0,0,0,0,0
Lung-AdenoCA::S.86,msa_opt,0,1820.76659117391,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.87,msa_opt,0,2165.20933442651,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.88,msa_opt,0,630.250642384301,0,0,0,417.549390509288,0,0,0,0,0
Lung-AdenoCA::S.89,msa_opt,0,381.173153565165,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.90,msa_opt,0,11.0971330273126,0,0,0,0,0,0,0,0,17.9892421414384
Lung-AdenoCA::S.91,msa_opt,0,478.88137140129,0,0,0,0,0,0,0,0,100.072829260817
Lung-AdenoCA::S.92,msa_opt,0,572.546570360998,0,81.8342808118715,0,0,0,0,0,0,0
Lung-AdenoCA::S.93,msa_opt,0,91.5824323723789,0,0,0,69.8273912343887,0,0,0,0,0
Lung-AdenoCA::S.94,msa_opt,0,1147.15977485079,0,0,180.820668097572,391.748111940771,0,0,0,0,0
Lung-AdenoCA::S.95,msa_opt,0,1545.7056694615,0,0,0,301.731770416164,0,0,0,0,0
Lung-AdenoCA::S.96,msa_opt,0,65.5345949609043,0,0,0,843.173319879587,0,0,0,0,0
Lung-AdenoCA::S.97,msa_opt,0,5476.63631776653,0,0,778.933171928516,0,0,0,0,0,0
Lung-AdenoCA::S.98,msa_opt,0,4864.51620663464,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.99,msa_opt,0,1013.27745875337,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.100,msa_opt,0,4156.31939043677,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.1,msa_opt,0,4.75022601633858,0,51.2515473407683,0.681428454483934,5.04373438244496,0,0,9.1512869757192,0,0
Ovary-AdenoCA::S.2,msa_opt,0,14.1009308922681,0,0,90.8277795379564,71.790645759055,0,0,24.285467050998,0,0
Ovary-AdenoCA::S.3,msa_opt,0,23.3521040509026,0,102.803304324262,5.26388886155928,98.44248789011,0,0,44.9113066152227,0,0
Ovary-AdenoCA::S.4,msa_opt,0,27.4594071632493,0,22.1504879663568,65.9121009429966,2.07549290288681,0,0,6.68359187591608,0,0
Ovary-AdenoCA::S.5,msa_opt,0,6.98846742054983,0,27.6796902037541,0,0,0,0,1.45696671457677,0,0
Ovary-AdenoCA::S.6,msa_opt,0,5.69013028673413,0,6.79671325151094,94.0685669036095,9.35907276839429,0,0,0.897338668671498,0,0
Ovary-AdenoCA::S.7,msa_opt,0,32.8735571811556,0,7.30433119858819,20.8551338911665,0,0,0,0,0,0
Ovary-AdenoCA::S.8,msa_opt,0,55.046455849625,0,28.1214593695025,318.242127724078,0,0,0,0,0,0
Ovary-AdenoCA::S.9,msa_opt,0,35.5840676256727,0,0,177.112193400974,2.05512040421897,0,0,18.6129838412355,0,0
Ovary-AdenoCA::S.10,msa_opt,0,61.5650982630682,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.11,msa_opt,0,23.5396925893441,0,40.4205704264751,0.0531876053232811,2.83760436439707,0,0,0,0,0
Ovary-AdenoCA::S.12,msa_opt,0,48.4958519446412,0,59.627461678656,1.6634618788412,2.92080593437864,0,0,1.1640543270489,0,0
Ovary-AdenoCA::S.13,msa_opt,0,83.0786008850614,0,164.920784806666,0,0,0,0,1.88571000396038,0,0
Ovary-AdenoCA::S.14,msa_opt,0,8.1817405266608,0,11.2182063620734,66.3491664133905,13.3036027870664,0,0,9.91495565159831,0,0
Ovary-AdenoCA::S.15,msa_opt,0,13.6323831656152,0,0.466650555608596,0,0.608517482542274,0,0,4.78293375673155,0,0
Ovary-AdenoCA::S.16,msa_opt,0,3.67476990615684,0,59.755608508078,2.7203318061682,2.59744108929319,0,0,9.80342796233575,0,0
Ovary-AdenoCA::S.17,msa_opt,0,68.7572290461381,0,42.1275832306871,0,41.5234096865076,0,0,13.7829024068239,0,0
Ovary-AdenoCA::S.18,msa_opt,0,30.9741206723014,0,144.87427206501,10.3149716404514,24.269621081669,0,0,3.89238112676246,0,0
Ovary-AdenoCA::S.19,msa_opt,0,0,0,40.3637886058473,1375.19939211945,0,0,0,0,0,0
Ovary-AdenoCA::S.20,msa_opt,0,69.5703524308604,0,6.58861143812826,18.8575434830714,9.02180459392812,0,0,6.07489186588047,0,0
Ovary-AdenoCA::S.21,msa_opt,0,16.144957725887,0,31.3743576197767,0.206332393545919,0.672792391995537,0,0,84.9697760457984,0,0
Ovary-AdenoCA::S.22,msa_opt,0,28.6869499871016,0,0,0,64.3492715322401,0,0,13.034176170388,0,0
Ovary-AdenoCA::S.23,msa_opt,0,0.721556424677637,0,3.22530682643184,12.9212295955063,6.35746716098926,0,0,1.32301221453447,0,0
Ovary-AdenoCA::S.24,msa_opt,0,425.672967877967,0,76.3923088784226,0,0,0,0,0,0,0
Ovary-AdenoCA::S.25,msa_opt,0,41.0305598477912,0,24.57154656433,0,0.4761027641948,0,0,60.6504377816132,0,0
Ovary-AdenoCA::S.26,msa_opt,0,53.1592440827568,0,106.660823188889,0,82.3632991409708,0,0,0,0,0
Ovary-AdenoCA::S.27,msa_opt,0,102.523196458203,0,4.37508258322267,247.904054451152,46.2322616042869,0,0,35.3626331913869,0,0
Ovary-AdenoCA::S.28,msa_opt,0,92.4626019356283,0,144.342525330872,3.42612371231793,13.7412381768712,0,0,0,0,0
Ovary-AdenoCA::S.29,msa_opt,0,56.9248968205713,0,13.1101146103491,23.1221741991036,52.0925467510442,0,0,5.86558995175751,0,0
