"","Tool","cancer.type","m.Combined","med.Combined","sd.Combined","m.F1","med.F1","sd.F1","m.SMD","med.SMD","sd.SMD","m.sens","med.sens","sd.sens","m.prec","med.prec","sd.prec","m.scaled_L2","m.KL","med.KL","mean.multiLLH","med.multiLLH"
"165","mp","Kidney-RCC",2.5701279010686,2.61165059602439,0.293714327408634,0.870153568653569,0.888888888888889,0.130205834019156,0.205157813217116,0.180470941133203,0.118254097376208,0.845190476190476,0.928571428571428,0.179561941029552,0.930095238095238,1,0.132366331235157,0.881560289885601,0.248275991031699,0.152670746080719,-126.096433332419,-121.91467096132
"166","msa_thresholdx1000","Ovary-AdenoCA",2.56926804093194,2.64072212251189,0.372826629395152,0.892900432900433,0.909090909090909,0.12825577622407,0.241231959068062,0.190555237347703,0.212843191461266,0.905166666666667,1,0.153223775089003,0.905333333333333,1,0.142289283431935,0.857168674808928,0.276456120229615,0.10983930076012,-145.607348098037,-95.2884995326758
"167","sigpro","Eso-AdenoCA",2.56903222625429,2.5929705929706,0.358206441308584,0.836638528138528,0.857142857142857,0.160362462993356,0.180967773745709,0.14660282347474,0.162221219885222,0.75,0.75,0.227771618542003,1,1,0,0.894422997902695,0.393173169494292,0.256820344386394,-172.236850469279,-136.541815957753
"168","msa_thresholdx100","Kidney-RCC",2.56898079123641,2.58133330874035,0.283218793212226,0.877700466200466,0.888888888888889,0.120662595947988,0.210709684954069,0.187590129464177,0.11606694294516,0.910785714285714,1,0.133084636732192,0.868904761904762,1,0.159901457606448,0.880097983009005,0.21342037580509,0.146785628742624,-137.100559132667,-124.000485463092
"169","msa_default","Lung-AdenoCA",2.56767644362856,2.64609331346619,0.404209350669991,0.871088023088023,0.888888888888889,0.151773583774551,0.200037842085721,0.148315015709399,0.160247960998557,0.855047619047619,1,0.175851265318575,0.912666666666667,1,0.165807888510336,0.872349437317835,0.225927048128381,0.0530143686843402,-123.08686161821,-113.80233390453
"170","msa_thresholdx1000","Lung-AdenoCA",2.56547292351504,2.64609331346619,0.404281064269368,0.872326728826729,0.888888888888889,0.147915695700677,0.201479457437341,0.153386161860739,0.16138616340264,0.876071428571429,1,0.153791263694195,0.890880952380952,1,0.178641498197538,0.872470685085918,0.212075736465214,0.0591853916784419,-122.809476489752,-113.769010535205
"171","yapsa_0.01","Breast-AdenoCA",2.56530219085938,2.61262934869109,0.27804141514007,0.881436396936397,0.888888888888889,0.100632785667571,0.225626380569189,0.182286023634591,0.158063809345579,0.964833333333333,1,0.0929892346206327,0.826095238095238,0.8,0.145123879738878,0.86705821751994,0.189222371209978,0.122026676769954,-82.4708854861375,-83.3747911761297
"172","deconstruct_0.00","Ovary-AdenoCA",2.56462575031868,2.61380549216492,0.309222300797078,0.886995004995005,0.888888888888889,0.0999802563068751,0.237064725871797,0.187920482528182,0.195706501845008,0.9525,1,0.104832049956547,0.849190476190476,0.833333333333333,0.144801273411854,0.864935942503334,0.230843793240897,0.127151187330337,-180.404213346574,-96.4190218163942
"173","mp","Breast-AdenoCA",2.56438668355229,2.60973284583844,0.311061291083718,0.879487623487623,0.888888888888889,0.113131992437636,0.222184745019139,0.174704800958,0.163736172203739,0.848571428571429,0.8,0.160495593462064,0.938,1,0.108403370264139,0.863789795931458,0.288739741483388,0.180357818143091,-83.2997502780574,-83.6367010468592
"174","msa_thresholdx10","Kidney-RCC",2.56354374557344,2.58905764524733,0.286950141760135,0.875033799533799,0.888888888888889,0.123087127691735,0.21173006395037,0.191031861372769,0.115909875488884,0.909119047619048,1,0.137154102990761,0.866154761904762,1,0.161168257250451,0.879552268514772,0.221440395757498,0.144080902614398,-137.329952658315,-124.000485463092
"175","msa_thresholdx10","Lung-AdenoCA",2.56291384297745,2.64609331346619,0.406161036074203,0.870993395493395,0.888888888888889,0.149169870563664,0.20237187130826,0.153386161860739,0.161931933442045,0.879404761904762,1,0.152816003163834,0.885880952380952,1,0.182511841468022,0.872295296695469,0.210563282577139,0.0653301552860692,-122.942901475981,-113.769010535205
"176","mp","Liver-HCC",2.56204618532926,2.59520170469152,0.291624858060846,0.871488455988456,0.888888888888889,0.122687960927081,0.22069190990883,0.189903972165515,0.144191370358452,0.832809523809524,0.8,0.177769267730763,0.949928571428571,1,0.102056015897675,0.874580013878948,0.361927075135826,0.269841657338133,-115.579020792301,-106.849427995095
"177","msa_default","Kidney-RCC",2.5605078185149,2.58133330874035,0.28188464363852,0.873518648018648,0.888888888888889,0.120223059515747,0.212349324342239,0.187590129464177,0.115876090076993,0.911119047619048,1,0.134023438689785,0.861738095238095,1,0.16021751024001,0.87958727885232,0.219460364069963,0.146785628742624,-137.165273217672,-124.000485463092
"178","yapsa_0.03","Breast-AdenoCA",2.55751250714542,2.60668118878484,0.311077072820236,0.878212842712843,0.888888888888889,0.113509009205282,0.224487492854578,0.184259453511029,0.158650174714307,0.896166666666667,1,0.151625220962326,0.885833333333333,1,0.135842860792472,0.866179601827308,0.225211137087687,0.155336972896404,-82.709294341824,-82.4205055376025
"179","deconstruct_0.03","Ovary-AdenoCA",2.55434643398468,2.5852987703912,0.344028723688575,0.879580697080697,0.888888888888889,0.126248486445483,0.237677375539134,0.181220071872526,0.197068316427653,0.878571428571429,1,0.171129689750032,0.913452380952381,1,0.128818538918961,0.863557441652769,0.282565569436064,0.169449791367291,-181.138280489579,-96.5086581149887
"180","msa_thresholdx1000_unpruned","Stomach-AdenoCA",2.54960711039974,2.534682568817,0.243779227550732,0.801052336552337,0.8,0.145410549955506,0.138821461028831,0.117522247624074,0.0851039654803668,0.987666666666667,1,0.0551306987022107,0.700761904761905,0.666666666666667,0.203599486405677,0.916837653316603,0.0894846311159613,0.0635235481411063,-140.00816695144,-122.601115610392
"181","yapsa_0.03","Ovary-AdenoCA",2.54953886353427,2.63565681473646,0.35787145750008,0.883912587412587,0.888888888888889,0.122347464492526,0.24631827932287,0.196045550987614,0.210190391002392,0.896404761904762,1,0.16489767411382,0.899452380952381,1,0.132522985442809,0.856333978490342,0.26241708218507,0.128145728137966,-138.544924414757,-97.6531801704705
"182","yapsa_0.01","Skin-Melanoma",2.54730358234533,2.60736205251026,0.293568497082629,0.878633366633367,0.888888888888889,0.108806604240558,0.240196417654673,0.204060999747975,0.15231988612151,0.962166666666667,1,0.100778535072272,0.825333333333333,0.8,0.152299957430632,0.856536623385846,0.209901769916901,0.127107041463767,-116.481732978338,-109.271447532122
"183","yapsa_0.03","Kidney-RCC",2.54572295192675,2.60144602563942,0.284970007546522,0.864266011766012,0.888888888888889,0.123355245867418,0.212908000454204,0.192435631769279,0.115989877425825,0.879214285714286,1,0.159581000638877,0.879416666666667,1,0.149988479882413,0.88030202021492,0.20886800225817,0.147222150377431,-126.987060314653,-122.261079899183
"184","deconstruct_0.00","Liver-HCC",2.5446040409434,2.58276370146938,0.260681313965934,0.856375402375402,0.888888888888889,0.10056082155846,0.201134054294695,0.167026944943722,0.13769393401466,0.948309523809524,1,0.0969945622044391,0.797428571428571,0.8,0.150422734369158,0.893944448594574,0.196724655000813,0.122461395954353,-108.507509388318,-107.603813449559
"185","deconstruct_0.03","Skin-Melanoma",2.54215964682823,2.59173540381207,0.312585133318579,0.871868686868687,0.888888888888889,0.124341142439875,0.228507019838434,0.19428057692435,0.154128600390502,0.876666666666667,1,0.162178629814704,0.894,1,0.140336296424967,0.866208304445669,0.237405588514021,0.161018406084592,-119.272055061801,-110.058372588685
"186","mp","Skin-Melanoma",2.54096465904583,2.60125265308819,0.321587092625629,0.871450216450216,0.888888888888889,0.133653033181638,0.241535340954169,0.207620984614119,0.158656424756509,0.831166666666667,0.816666666666667,0.191084315128729,0.951333333333333,1,0.0978351530469349,0.851767881422097,0.321354460404929,0.184174910528412,-119.883930725654,-116.075491079568
"187","yapsa_0.01","Ovary-AdenoCA",2.53918123826262,2.59461273924077,0.331140706028933,0.878511821511822,0.888888888888889,0.109410572336963,0.247556856975471,0.196186580863167,0.208397711041514,0.946,1,0.12162664809315,0.840738095238095,0.833333333333333,0.148027292790515,0.85678328935237,0.233032364577814,0.115685746361429,-145.385827439192,-95.8975936093984
"188","msa_thresholdx100_unpruned","Stomach-AdenoCA",2.53755332361221,2.5151054020318,0.235890058338681,0.795052336552337,0.8,0.141097479723954,0.140875247816365,0.12157847086508,0.085179752453615,0.987666666666667,1,0.0551306987022107,0.690761904761905,0.666666666666667,0.19665586715233,0.916044337661751,0.0936960291464955,0.0701567435538174,-434.94647786497,-122.601115610392
"189","yapsa_0.03","Skin-Melanoma",2.53690063828752,2.60389179028463,0.319711479720278,0.873909812409812,0.888888888888889,0.122443393109157,0.238932695045815,0.203037822993575,0.153448127536909,0.879666666666667,1,0.164285686401626,0.896166666666667,1,0.134148497211682,0.855636534999883,0.249359475723938,0.147165141001552,-118.075304837233,-108.827712837012
"190","mutsig","Eso-AdenoCA",2.52981438312123,2.54675994400502,0.22657493828431,0.769461593961594,0.8,0.151856344669757,0.117895934339088,0.0861647613162695,0.0933853532129994,0.993333333333333,1,0.040479727089927,0.654376984126984,0.666666666666667,0.200868602654625,0.930303753017107,0.080966788098231,0.0486556261256899,-138.789585419181,-131.148139514184
"191","msa_default_unpruned","Eso-AdenoCA",2.52981438310333,2.54675994432128,0.226574938058252,0.769461593961594,0.8,0.151856344669757,0.117895934356992,0.0861647613905517,0.093385353038544,0.993333333333333,1,0.040479727089927,0.654376984126984,0.666666666666667,0.200868602654625,0.930303753009665,0.0809667880389811,0.0486556262294333,-138.789585419181,-131.148139514184
"192","msa_thresholdx1000_unpruned","Eso-AdenoCA",2.52981438310333,2.54675994432128,0.226574938058252,0.769461593961594,0.8,0.151856344669757,0.117895934356992,0.0861647613905517,0.093385353038544,0.993333333333333,1,0.040479727089927,0.654376984126984,0.666666666666667,0.200868602654625,0.930303753009665,0.0809667880389811,0.0486556262294333,-138.789585419181,-131.148139514184
"193","msa_thresholdx100_unpruned","Eso-AdenoCA",2.52981438310333,2.54675994432128,0.226574938058252,0.769461593961594,0.8,0.151856344669757,0.117895934356992,0.0861647613905517,0.093385353038544,0.993333333333333,1,0.040479727089927,0.654376984126984,0.666666666666667,0.200868602654625,0.930303753009665,0.0809667880389811,0.0486556262294333,-138.789585419181,-131.148139514184
"194","msa_thresholdx10_unpruned","Eso-AdenoCA",2.52981438310333,2.54675994432128,0.226574938058252,0.769461593961594,0.8,0.151856344669757,0.117895934356992,0.0861647613905517,0.093385353038544,0.993333333333333,1,0.040479727089927,0.654376984126984,0.666666666666667,0.200868602654625,0.930303753009665,0.0809667880389811,0.0486556262294333,-138.789585419181,-131.148139514184
"195","yapsa_0.00","Eso-AdenoCA",2.52981437819685,2.54675996914445,0.22657494492533,0.769461593961594,0.8,0.151856344669757,0.117895939263465,0.0861647781557141,0.0933853458653757,0.993333333333333,1,0.040479727089927,0.654376984126984,0.666666666666667,0.200868602654625,0.930303756680938,0.0809667832856606,0.0486556673255196,-138.789585419181,-131.148139514184
"196","deconstruct_0.00","Skin-Melanoma",2.52744152038473,2.52804044510521,0.295852324239536,0.859945054945055,0.888888888888889,0.118068054647593,0.230463241520028,0.205167455928716,0.153622946901312,0.956666666666667,1,0.117588947158426,0.801238095238095,0.8,0.1588212148639,0.866552975170285,0.221556291681364,0.139885070149478,-117.313566768711,-109.780490794508
"197","deconstruct_0.00","Lung-AdenoCA",2.52742977355788,2.59476905984828,0.361928581079253,0.843555444555445,0.873015873015873,0.14927604441509,0.199236893108786,0.1544684371088,0.157293437347454,0.900404761904762,1,0.155172266471827,0.826261904761905,0.833333333333333,0.198004039472093,0.880942168050835,0.209402840492182,0.107219796877622,-128.355284434504,-115.163968149819
"198","msa_default_unpruned","Liver-HCC",2.52317306979383,2.50844372620532,0.231194564192304,0.844519924519924,0.833333333333333,0.0901252850704733,0.213434073063314,0.190182413025464,0.144183304436128,0.982238095238095,1,0.0576838468666138,0.754369047619048,0.714285714285714,0.142874483375182,0.887542845796366,0.172906158527144,0.115803479283739,-108.029214193484,-106.504828861289
"199","deconstruct_0.06","Breast-AdenoCA",2.52278127324888,2.58467711519399,0.326927597338373,0.84638455988456,0.857142857142857,0.131494963870701,0.216361583893982,0.170247621422651,0.161670477543863,0.80247619047619,0.8,0.192320591638447,0.936666666666667,1,0.116918919213418,0.875338125449555,0.326640132413401,0.248088004169555,-85.8023300463744,-84.0256505201031
"200","msa_default_unpruned","Stomach-AdenoCA",2.51634917497719,2.50088714222564,0.231486521194536,0.782052336552337,0.8,0.140867112249225,0.14374606311805,0.127143164037783,0.0856685461009567,0.987666666666667,1,0.0551306987022107,0.672428571428571,0.666666666666667,0.194482703777894,0.915108591991885,0.0991248004008653,0.0711052365905749,-1614.79312054542,-122.601115610392
"201","deconstruct_0.06","Kidney-RCC",2.51541564223048,2.5413062269784,0.280876209633236,0.830776945276945,0.857142857142857,0.142578116239522,0.205322453007618,0.176269681469972,0.111467826013488,0.755738095238095,0.75,0.193396059067267,0.965,1,0.0935189352259276,0.883382279281111,0.338243592941176,0.258860522849867,-129.850546897388,-123.646474517177
"202","yapsa_0.06","Breast-AdenoCA",2.51249907028876,2.57081547248099,0.334513931419979,0.850531024531024,0.857142857142857,0.132285141285898,0.230310453520768,0.185107475610712,0.161578170565504,0.809642857142857,0.8,0.189066868688215,0.933166666666667,1,0.117433626213519,0.863187679618484,0.318506048220037,0.272444514493907,-85.7774454455231,-82.4205055376025
"203","mp","Ovary-AdenoCA",2.50909078464931,2.55015193474154,0.396458261936245,0.861756132756133,0.888888888888889,0.147804020106834,0.256885405826883,0.208008886132675,0.217244162826374,0.825142857142857,0.833333333333333,0.201334424568932,0.940833333333333,1,0.12061326180217,0.848527163202549,0.385109905847599,0.2806023289567,-99.1123726533274,-99.892153399518
"204","yapsa_0.00","Ovary-AdenoCA",2.50712199396294,2.56009202643276,0.323729240005241,0.857566433566434,0.888888888888889,0.112711375283618,0.248473244132303,0.198677811215124,0.208385369174954,0.967833333333333,1,0.0873045355661163,0.787761904761905,0.8,0.161072550635346,0.856894292888289,0.229516769154209,0.125317988945105,-146.658225716457,-95.8714412214144
"205","msa_default_unpruned","Ovary-AdenoCA",2.50712196891868,2.56009200917515,0.323729257577669,0.857566433566434,0.888888888888889,0.112711375283618,0.248473269176562,0.198677811048363,0.208385398851509,0.967833333333333,1,0.0873045355661163,0.787761904761905,0.8,0.161072550635346,0.856894276605415,0.229516786635147,0.125317961732617,-146.658225716457,-95.8714412214144
"206","msa_thresholdx1000_unpruned","Ovary-AdenoCA",2.50712196891868,2.56009200917515,0.323729257577669,0.857566433566434,0.888888888888889,0.112711375283618,0.248473269176562,0.198677811048363,0.208385398851509,0.967833333333333,1,0.0873045355661163,0.787761904761905,0.8,0.161072550635346,0.856894276605415,0.229516786635147,0.125317961732617,-146.658225716457,-95.8714412214144
"207","msa_thresholdx100_unpruned","Ovary-AdenoCA",2.50712196891868,2.56009200917515,0.323729257577669,0.857566433566434,0.888888888888889,0.112711375283618,0.248473269176562,0.198677811048363,0.208385398851509,0.967833333333333,1,0.0873045355661163,0.787761904761905,0.8,0.161072550635346,0.856894276605415,0.229516786635147,0.125317961732617,-146.658225716457,-95.8714412214144
"208","msa_thresholdx10_unpruned","Ovary-AdenoCA",2.50712196891868,2.56009200917515,0.323729257577669,0.857566433566434,0.888888888888889,0.112711375283618,0.248473269176562,0.198677811048363,0.208385398851509,0.967833333333333,1,0.0873045355661163,0.787761904761905,0.8,0.161072550635346,0.856894276605415,0.229516786635147,0.125317961732617,-146.658225716457,-95.8714412214144
"209","mutsig","Ovary-AdenoCA",2.50712196872691,2.56009200889028,0.323729257611475,0.857566433566434,0.888888888888889,0.112711375283618,0.248473269368325,0.198677811120875,0.208385398943032,0.967833333333333,1,0.0873045355661163,0.787761904761905,0.8,0.161072550635346,0.856894276453504,0.229516786712224,0.125317961809203,-146.658225716457,-95.8714412214144
"210","yapsa_0.06","Kidney-RCC",2.50654483269842,2.5605004437337,0.288303380919426,0.831848373848374,0.857142857142857,0.142367388386119,0.215693262539679,0.182922653615818,0.117545901071434,0.759738095238095,0.75,0.194276982692907,0.9625,1,0.095885471104978,0.875694222367925,0.331803761977103,0.255998854425596,-130.563216626714,-125.106911585762
"211","deconstruct_0.03","Lung-AdenoCA",2.50398901322947,2.5917616614667,0.409164333824744,0.82965367965368,0.857142857142857,0.173377956754398,0.197987177246722,0.153962136722294,0.156637237380241,0.803809523809524,0.8,0.20899540918411,0.898166666666667,1,0.17824898096305,0.880276190848474,0.242920866694322,0.128224524712547,-128.912003721308,-114.350323676125
"212","yapsa_0.01","Lung-AdenoCA",2.5020060642855,2.59303866606316,0.36956084737863,0.837730047730048,0.857142857142857,0.138523045956756,0.209208221428783,0.163805940207439,0.15872763629708,0.888642857142857,1,0.156819618505929,0.822571428571429,0.8,0.182630468671636,0.870980043028527,0.214989196982884,0.0947886565570322,-123.706863218647,-114.704304822056
"213","yapsa_0.01","Kidney-RCC",2.50200602995918,2.53782519810506,0.264518448495103,0.841507381507381,0.845238095238095,0.115740876543331,0.220910636707484,0.198197856444976,0.114620945693393,0.945642857142857,1,0.107533122273983,0.77727380952381,0.8,0.164439884075311,0.88053996477311,0.178612382262398,0.138465757048865,-137.252711342993,-124.239668211419
"214","yapsa_0.00","Stomach-AdenoCA",2.50141986406247,2.4892749096302,0.237266221228506,0.769052336552337,0.8,0.152244174119181,0.143913469270868,0.127143116165995,0.0856685034917617,0.987666666666667,1,0.0551306987022107,0.657666666666667,0.666666666666667,0.203989681694886,0.91512331467541,0.0994513135679535,0.071105244761072,-1648.74163769336,-122.601115610392
"215","mutsig","Stomach-AdenoCA",2.50141986330236,2.48927489861395,0.237266211492965,0.769052336552337,0.8,0.152244174119181,0.143913470030971,0.127143164154099,0.0856685056881396,0.987666666666667,1,0.0551306987022107,0.657666666666667,0.666666666666667,0.203989681694886,0.915123308134091,0.0994512988827431,0.0711052370001743,-1648.74163769336,-122.601115610392
"216","yapsa_0.03","Lung-AdenoCA",2.50109374323481,2.59425349333732,0.399511135812227,0.832193362193362,0.857142857142857,0.168972204020753,0.207382447241381,0.156764994217811,0.156828956548982,0.80847619047619,0.8,0.210888934722589,0.9,1,0.171708258829891,0.870344693004808,0.24150713458207,0.133033569229421,-125.140952617413,-113.602362771644
"217","deconstruct_0.06","Skin-Melanoma",2.49848884919768,2.50888655628969,0.346314817150061,0.835606060606061,0.857142857142857,0.157990352873376,0.23167781746899,0.18606103335414,0.15612987734585,0.773833333333333,0.8,0.218764193062086,0.956333333333333,1,0.100190055085558,0.862394436491854,0.355948964309233,0.243198905011482,-123.893904801586,-116.221509498005
"218","yapsa_0.00","Breast-AdenoCA",2.49669409088312,2.53867858326296,0.252589065387459,0.837349761349761,0.833333333333333,0.107122060386374,0.227698766259735,0.182884355063574,0.157539373455274,0.9795,1,0.0720415377749751,0.744892857142857,0.75,0.150023217451584,0.86707245784636,0.189721784157232,0.12610816255716,-83.1136517480019,-84.2658344634159
"219","msa_default_unpruned","Breast-AdenoCA",2.4966940787208,2.53867863785516,0.252589073470336,0.837349761349761,0.833333333333333,0.107122060386374,0.227698778422053,0.182884320580393,0.157539387982776,0.9795,1,0.0720415377749751,0.744892857142857,0.75,0.150023217451584,0.867072445751761,0.189721792350333,0.126108121762755,-83.1136517480019,-84.2658344634159
"220","msa_thresholdx1000_unpruned","Breast-AdenoCA",2.4966940787208,2.53867863785516,0.252589073470336,0.837349761349761,0.833333333333333,0.107122060386374,0.227698778422053,0.182884320580393,0.157539387982776,0.9795,1,0.0720415377749751,0.744892857142857,0.75,0.150023217451584,0.867072445751761,0.189721792350333,0.126108121762755,-83.1136517480019,-84.2658344634159
"221","msa_thresholdx100_unpruned","Breast-AdenoCA",2.4966940787208,2.53867863785516,0.252589073470336,0.837349761349761,0.833333333333333,0.107122060386374,0.227698778422053,0.182884320580393,0.157539387982776,0.9795,1,0.0720415377749751,0.744892857142857,0.75,0.150023217451584,0.867072445751761,0.189721792350333,0.126108121762755,-83.1136517480019,-84.2658344634159
"222","msa_thresholdx10_unpruned","Breast-AdenoCA",2.4966940787208,2.53867863785516,0.252589073470336,0.837349761349761,0.833333333333333,0.107122060386374,0.227698778422053,0.182884320580393,0.157539387982776,0.9795,1,0.0720415377749751,0.744892857142857,0.75,0.150023217451584,0.867072445751761,0.189721792350333,0.126108121762755,-83.1136517480019,-84.2658344634159
"223","mutsig","Breast-AdenoCA",2.49669407863911,2.53867863843751,0.252589073464039,0.837349761349761,0.833333333333333,0.107122060386374,0.227698778503751,0.18288432112414,0.157539388064652,0.9795,1,0.0720415377749751,0.744892857142857,0.75,0.150023217451584,0.867072445667967,0.189721792384342,0.126108121609468,-83.1136517480019,-84.2658344634159
"224","deconstruct_0.00","Kidney-RCC",2.49667550174436,2.4833910915765,0.261528819459245,0.827943667443667,0.816666666666667,0.118238541173641,0.209514974446113,0.186118944565535,0.113224102369407,0.951809523809524,1,0.104336953507146,0.754380952380952,0.75,0.172645615045977,0.889637386565897,0.177995442255632,0.145587138310493,-143.252624007648,-123.5740984304
"225","yapsa_0.00","Skin-Melanoma",2.49278397137113,2.50540164876266,0.266103684128999,0.843803640803641,0.888888888888889,0.104322963793506,0.24207317148601,0.204426484999067,0.151876328707379,0.9755,1,0.0839357017019696,0.759357142857143,0.8,0.148643921322756,0.856501130913146,0.2125641317925,0.134536459279505,-116.65080158931,-109.267225372919
"226","msa_default_unpruned","Skin-Melanoma",2.49278397115401,2.50540174202616,0.266103690499575,0.843803640803641,0.888888888888889,0.104322963793506,0.242073171703128,0.204426432447028,0.151876361957134,0.9755,1,0.0839357017019696,0.759357142857143,0.8,0.148643921322756,0.856501125314924,0.212564131366678,0.134536400067122,-116.65080158931,-109.267225372919
"227","msa_thresholdx1000_unpruned","Skin-Melanoma",2.49278397115401,2.50540174202616,0.266103690499575,0.843803640803641,0.888888888888889,0.104322963793506,0.242073171703128,0.204426432447028,0.151876361957134,0.9755,1,0.0839357017019696,0.759357142857143,0.8,0.148643921322756,0.856501125314924,0.212564131366678,0.134536400067122,-116.65080158931,-109.267225372919
"228","msa_thresholdx100_unpruned","Skin-Melanoma",2.49278397115401,2.50540174202616,0.266103690499575,0.843803640803641,0.888888888888889,0.104322963793506,0.242073171703128,0.204426432447028,0.151876361957134,0.9755,1,0.0839357017019696,0.759357142857143,0.8,0.148643921322756,0.856501125314924,0.212564131366678,0.134536400067122,-116.65080158931,-109.267225372919
"229","msa_thresholdx10_unpruned","Skin-Melanoma",2.49278397115401,2.50540174202616,0.266103690499575,0.843803640803641,0.888888888888889,0.104322963793506,0.242073171703128,0.204426432447028,0.151876361957134,0.9755,1,0.0839357017019696,0.759357142857143,0.8,0.148643921322756,0.856501125314924,0.212564131366678,0.134536400067122,-116.65080158931,-109.267225372919
"230","mutsig","Skin-Melanoma",2.49278397095601,2.50540174259184,0.266103690682797,0.843803640803641,0.888888888888889,0.104322963793506,0.242073171901133,0.204426431538358,0.151876362367067,0.9755,1,0.0839357017019696,0.759357142857143,0.8,0.148643921322756,0.856501125165305,0.212564131321958,0.134536399733895,-116.65080158931,-109.267225372919
"231","msa_thresholdx1000_unpruned","Liver-HCC",2.48953588777715,2.49040847464804,0.220380079950584,0.822352092352092,0.833333333333333,0.0900020233294929,0.214321255079989,0.190182413025464,0.144034820474362,0.984738095238095,1,0.0527210253732918,0.719119047619048,0.714285714285714,0.138459945750058,0.887516430062125,0.174753313393887,0.116724346794791,-108.050462780752,-106.504828861289
"232","msa_thresholdx100_unpruned","Liver-HCC",2.48953588777715,2.49040847464804,0.220380079950584,0.822352092352092,0.833333333333333,0.0900020233294929,0.214321255079989,0.190182413025464,0.144034820474362,0.984738095238095,1,0.0527210253732918,0.719119047619048,0.714285714285714,0.138459945750058,0.887516430062125,0.174753313393887,0.116724346794791,-108.050462780752,-106.504828861289
"233","msa_thresholdx10_unpruned","Liver-HCC",2.48953588777715,2.49040847464804,0.220380079950584,0.822352092352092,0.833333333333333,0.0900020233294929,0.214321255079989,0.190182413025464,0.144034820474362,0.984738095238095,1,0.0527210253732918,0.719119047619048,0.714285714285714,0.138459945750058,0.887516430062125,0.174753313393887,0.116724346794791,-108.050462780752,-106.504828861289
"234","mutsig","Liver-HCC",2.48953588773713,2.49040847429999,0.220380080019529,0.822352092352092,0.833333333333333,0.0900020233294929,0.214321255120014,0.190182411947218,0.14403482052271,0.984738095238095,1,0.0527210253732918,0.719119047619048,0.714285714285714,0.138459945750058,0.887516430036816,0.17475331341617,0.116724346666125,-108.050462780752,-106.504828861289
"235","yapsa_0.00","Liver-HCC",2.48953588048779,2.4904084768148,0.220380104081107,0.822352092352092,0.833333333333333,0.0900020233294929,0.214321262369357,0.190182494593949,0.144034836497779,0.984738095238095,1,0.0527210253732918,0.719119047619048,0.714285714285714,0.138459945750058,0.887516432341685,0.174753340575521,0.116724246394503,-108.050462780752,-106.504828861289
"236","mp","Lung-AdenoCA",2.486145116061,2.52190869345684,0.40251735708809,0.814768398268398,0.828571428571429,0.170961735198365,0.208235836319956,0.158768627864127,0.160081784885281,0.751880952380952,0.75,0.223528498102141,0.9425,1,0.143945817684057,0.867783811205679,0.309627568860641,0.173172715918462,-126.49496465275,-112.439638067513
"237","msa_default_unpruned","Lung-AdenoCA",2.48449384441575,2.57655010645669,0.381267248985927,0.825859917859918,0.857142857142857,0.146688254756226,0.210244250822345,0.159855615878594,0.159560927553631,0.919666666666667,1,0.146131945359478,0.775071428571429,0.775,0.190751501071774,0.870896320779177,0.214362005410558,0.0849108882924633,-123.91030918363,-114.704304822056
"238","msa_thresholdx100_unpruned","Lung-AdenoCA",2.48382654669481,2.55238537022809,0.410246539788029,0.815069264069264,0.857142857142857,0.173028427606554,0.210054405686139,0.158086096585812,0.16077008101832,0.755880952380952,0.75,0.220016484320447,0.938,1,0.155430685812138,0.866115994501802,0.305630914443399,0.148276486641053,-125.49396436167,-112.439638067513
"239","sigspack","Ovary-AdenoCA",2.48193431069767,2.51556941318765,0.317151561124864,0.82857548007548,0.833333333333333,0.130629067083748,0.237113308349946,0.187845904663016,0.193511315282393,0.972,1,0.0834470604440038,0.747047619047619,0.75,0.185398320280992,0.866442370496213,0.307989572327743,0.134153264337513,-157.428706872587,-96.2930804626756
"240","yapsa_0.06","Ovary-AdenoCA",2.47843720908879,2.54713174543924,0.390006057037486,0.844340548340548,0.873015873015873,0.145892153857971,0.25811040995883,0.22296104022762,0.214308623724025,0.801380952380952,0.8,0.201212619494059,0.935166666666667,1,0.123884359205138,0.850562985859021,0.403510018718476,0.322413809515489,-100.431230009422,-100.049104521053
"241","sigspack","Skin-Melanoma",2.47240704908429,2.47298513121967,0.260051881895544,0.824021534021534,0.833333333333333,0.110922283659642,0.235069141391902,0.207273329984534,0.152585715151214,0.975166666666667,1,0.0853951993225618,0.732309523809524,0.714285714285714,0.159256074996252,0.865492839884867,0.23641258611201,0.144832861614996,-117.656171041466,-110.515308075534
"242","deconstruct_0.06","Ovary-AdenoCA",2.47227848629966,2.54359652597322,0.355746974375994,0.835546176046176,0.857142857142857,0.13640123245266,0.251578656557486,0.191106421068176,0.198452884383949,0.794547619047619,0.8,0.19746129618174,0.929309523809524,1,0.125393946210576,0.856761457578404,0.412553780663171,0.339129516253581,-185.593452947381,-100.683792716324
"243","yapsa_0.06","Skin-Melanoma",2.46804066287418,2.4959272403085,0.370134484737788,0.829832611832612,0.857142857142857,0.160727879412415,0.245959337125816,0.201029425543242,0.156050157955303,0.768166666666667,0.75,0.214422396417206,0.945833333333333,1,0.118855725573838,0.851658880269719,0.365958169646381,0.279144285195477,-123.63861821209,-115.142269379097
