"","Tool","cancer.type","m.Combined","med.Combined","sd.Combined","m.F1","med.F1","sd.F1","m.SMD","med.SMD","sd.SMD","m.sens","med.sens","sd.sens","m.prec","med.prec","sd.prec","m.scaled_L2","m.KL","med.KL"
"192","msa_default_unpruned","Kidney-RCC",2.37846725962666,2.37992118808183,0.320318212715946,0.77031746031746,0.75,0.154394613555135,0.269199407040004,0.231921678768401,0.174287121940926,0.990833333333333,1,0.0528309142400435,0.656833333333333,0.633333333333334,0.206258625640127,0.17633924243956,0.154613379426729,0.0944069952175758
"193","msa_thresholdx1000_unpruned","Kidney-RCC",2.37846725962666,2.37992118808183,0.320318212715946,0.77031746031746,0.75,0.154394613555135,0.269199407040004,0.231921678768401,0.174287121940926,0.990833333333333,1,0.0528309142400435,0.656833333333333,0.633333333333334,0.206258625640127,0.17633924243956,0.154613379426729,0.0944069952175758
"194","msa_thresholdx100_unpruned","Kidney-RCC",2.37846725962666,2.37992118808183,0.320318212715946,0.77031746031746,0.75,0.154394613555135,0.269199407040004,0.231921678768401,0.174287121940926,0.990833333333333,1,0.0528309142400435,0.656833333333333,0.633333333333334,0.206258625640127,0.17633924243956,0.154613379426729,0.0944069952175758
"195","msa_thresholdx10_unpruned","Kidney-RCC",2.37846725962666,2.37992118808183,0.320318212715946,0.77031746031746,0.75,0.154394613555135,0.269199407040004,0.231921678768401,0.174287121940926,0.990833333333333,1,0.0528309142400435,0.656833333333333,0.633333333333334,0.206258625640127,0.17633924243956,0.154613379426729,0.0944069952175758
"196","yapsa_0.10","Stomach-AdenoCA",2.37588475934644,2.40730119356688,0.414177044888128,0.805428571428571,0.8,0.163540768043474,0.307948573986888,0.262302824902867,0.190072719266816,0.738,0.666666666666667,0.22133763331996,0.945833333333333,1,0.14033339731438,0.194278020719757,0.510606723156789,0.254658513393128
"197","deconstruct_0.00","Liver-HCC",2.37149951318857,2.4200550394943,0.525051557616168,0.819761904761905,0.8,0.155031031030048,0.330167153478094,0.254659530190182,0.33214585435613,0.945,1,0.151785113033922,0.756666666666667,0.666666666666667,0.207423941139939,0.218926518810523,0.433617191991871,0.152964602111215
"198","msa_thresholdx100","Eso-AdenoCA",2.35714438504806,2.3775450139942,0.259962399022181,0.840274003774004,0.833333333333333,0.102728844646699,0.361057995904322,0.331337325349301,0.137403024312592,0.778880952380952,0.8,0.15181723493554,0.939321428571429,1,0.101147170514412,0.192937778360356,0.483890199237928,0.392978769015484
"199","msa_thresholdx10","Eso-AdenoCA",2.3545236879702,2.38691664290466,0.269798852186102,0.839289876789877,0.833333333333333,0.104830912650143,0.360642978696464,0.331337325349301,0.138721566554434,0.779690476190476,0.8,0.152972208133408,0.93547619047619,1,0.102359137244278,0.192556465407652,0.480844769830588,0.392846290881103
"200","msa_thresholdx1000","Eso-AdenoCA",2.35323617691128,2.36269478465873,0.277798554248925,0.837150627150627,0.833333333333333,0.108854525426715,0.360835251660147,0.331337325349301,0.139253593739381,0.772095238095238,0.8,0.156666995618018,0.94197619047619,1,0.101998881589155,0.192897994378182,0.493909192332641,0.407474002311444
"201","deconstruct_0.06","Breast-AdenoCA",2.34886108201483,2.42465145542641,0.415599480282171,0.842746031746032,0.857142857142857,0.138909204863347,0.38863891798517,0.342111712165269,0.227251353239215,0.760833333333333,0.75,0.182533839858813,0.976666666666667,1,0.0879049072991532,0.216450902820103,0.888753431246488,0.658544821985477
"202","msa_default","Eso-AdenoCA",2.34851388919161,2.38691664290466,0.278840404645197,0.834873570873571,0.833333333333333,0.111681834740341,0.3620218250941,0.331337325349301,0.139405301684171,0.772380952380952,0.8,0.159610114995016,0.938154761904762,1,0.107931517662207,0.193304175462024,0.504760738792142,0.392846290881103
"203","yapsa_0.00","Stomach-AdenoCA",2.343337725323,2.32686943051273,0.293008127402711,0.781673770673771,0.75,0.136132832068141,0.312352750867475,0.276122840864951,0.174968762862422,0.981333333333333,1,0.0694406059545212,0.674357142857143,0.666666666666667,0.193818633945429,0.187787328828406,0.212895900132957,0.14585616644769
"204","mutsig","Stomach-AdenoCA",2.34333771257764,2.32686916694115,0.293008160835331,0.781673770673771,0.75,0.136132832068141,0.312352763612831,0.276122683841966,0.174968820681158,0.981333333333333,1,0.0694406059545212,0.674357142857143,0.666666666666667,0.193818633945429,0.187787328464852,0.21289592570433,0.145856144538119
"205","msa_default_unpruned","Stomach-AdenoCA",2.3433377106648,2.32686934079439,0.293008123810853,0.781673770673771,0.75,0.136132832068141,0.312352765525677,0.276122830147915,0.174968780212261,0.981333333333333,1,0.0694406059545212,0.674357142857143,0.666666666666667,0.193818633945429,0.187787336602287,0.21289591387383,0.145856128106707
"206","msa_thresholdx1000_unpruned","Stomach-AdenoCA",2.3433377106648,2.32686934079439,0.293008123810853,0.781673770673771,0.75,0.136132832068141,0.312352765525677,0.276122830147915,0.174968780212261,0.981333333333333,1,0.0694406059545212,0.674357142857143,0.666666666666667,0.193818633945429,0.187787336602287,0.21289591387383,0.145856128106707
"207","msa_thresholdx100_unpruned","Stomach-AdenoCA",2.3433377106648,2.32686934079439,0.293008123810853,0.781673770673771,0.75,0.136132832068141,0.312352765525677,0.276122830147915,0.174968780212261,0.981333333333333,1,0.0694406059545212,0.674357142857143,0.666666666666667,0.193818633945429,0.187787336602287,0.21289591387383,0.145856128106707
"208","msa_thresholdx10_unpruned","Stomach-AdenoCA",2.3433377106648,2.32686934079439,0.293008123810853,0.781673770673771,0.75,0.136132832068141,0.312352765525677,0.276122830147915,0.174968780212261,0.981333333333333,1,0.0694406059545212,0.674357142857143,0.666666666666667,0.193818633945429,0.187787336602287,0.21289591387383,0.145856128106707
"209","sigest","Kidney-RCC",2.34111571284064,2.35259502210484,0.376180064290434,0.732698412698413,0.75,0.16920578969267,0.257050953826025,0.243097170916705,0.213780491724294,0.986666666666667,1,0.0774161868943827,0.6115,0.6,0.213696227016477,0.148974102281021,0.266082202578942,0.126676185803167
"210","sigest","Eso-AdenoCA",2.33837159113221,2.33759775199102,0.220113730890935,0.819376133670251,0.833333333333333,0.0944855419790246,0.350477615216993,0.315118358104554,0.1386739988895,0.96302380952381,1,0.074841851324216,0.725825396825397,0.75,0.129904498463086,0.17536946279001,0.672929365042212,0.225063833392118
"211","mp","Eso-AdenoCA",2.32234689001666,2.34680807352951,0.294269802936606,0.814461260961261,0.833333333333333,0.134667346061435,0.370831681411908,0.347864203609081,0.146477906242397,0.732297619047619,0.8,0.181409596719036,0.960880952380952,1,0.0982084034852854,0.197376045486773,0.579968346381195,0.472579305376905
"212","mp","ColoRect-AdenoCA",2.32119676632308,2.38062184540324,0.414287081416911,0.811424963924964,0.857142857142857,0.176007180752779,0.367707995581679,0.333675210621563,0.252522754758705,0.794619047619048,0.8,0.218347119043307,0.894285714285714,1,0.184451994590063,0.237848448560885,0.497424039309642,0.294019599347561
"213","sigest","Liver-HCC",2.31760012314781,2.3693562037515,0.489391447991784,0.740571428571429,0.666666666666667,0.20133260432277,0.308233210185528,0.234317542114086,0.307662607006781,0.99,1,0.0703526470681448,0.635833333333333,0.5,0.263697431876009,0.194994759283037,0.302489557594538,0.149862325360531
"214","sigest","Ovary-AdenoCA",2.31606131711487,2.39387929878766,0.477982941839791,0.75634126984127,0.75,0.194083522559562,0.316605349551793,0.237970148855437,0.296665277133236,0.963333333333333,1,0.128838373939314,0.669333333333333,0.6,0.250081019419407,0.187388565111633,0.341795351275965,0.138520379390499
"215","yapsa_0.01","Lung-AdenoCA",2.3040091454461,2.40615229773226,0.52265813475915,0.724738095238095,0.666666666666667,0.231219849534099,0.316990854553904,0.20959039846948,0.300503927258316,0.96,1,0.130009064693032,0.661,0.666666666666667,0.313583430527244,0.237114290257212,0.229388102309541,0.0579866394728162
"216","msa_default_unpruned","Lung-AdenoCA",2.28733437566874,2.3536584859938,0.51758646342804,0.714690476190476,0.666666666666667,0.226134661856244,0.317332290997923,0.209590449228972,0.300350759148397,0.963333333333333,1,0.126641854738047,0.641333333333333,0.5,0.306371545888633,0.237170288085895,0.229559162234567,0.0585179477697211
"217","yapsa_0.06","Eso-AdenoCA",2.28086627146583,2.31806372484595,0.279141969276368,0.789240814740815,0.8,0.126738376801652,0.374098014248458,0.339360831154956,0.138689498723413,0.686964285714286,0.666666666666667,0.171276301805807,0.968,1,0.0924379853998406,0.197185719614636,0.635479474919715,0.515269500072411
"218","yapsa_0.10","ColoRect-AdenoCA",2.27954231332133,2.32117947624059,0.425084374927383,0.781024531024531,0.75,0.178710120309584,0.373433877154858,0.348795524483139,0.253046133502131,0.704642857142857,0.708333333333333,0.233524274977624,0.948333333333333,1,0.139030231110858,0.242334892973251,0.63744718291976,0.426569570651416
"219","deconstruct_0.00","Ovary-AdenoCA",2.27248366711465,2.45402517076063,0.715365155174,0.821801587301587,0.857142857142857,0.193530126622165,0.406849666218679,0.278439823080666,0.401732689664463,0.868,1,0.226110924974485,0.811333333333333,0.775,0.207056762279903,0.257508384822286,0.914784141291418,0.193040231715539
"220","deconstruct_0.03","Ovary-AdenoCA",2.268234530887,2.42914030368368,0.715173641576631,0.81802380952381,0.857142857142857,0.190509833989678,0.407432135779669,0.278439823080666,0.402004679029538,0.852333333333333,1,0.228644814457821,0.823333333333333,1,0.208637824622179,0.2577752633674,0.930440411386966,0.204716182679506
"221","yapsa_0.03","ColoRect-AdenoCA",2.26632017035749,2.2839477974838,0.405235188879213,0.790464424464424,0.8,0.173053939418671,0.378917924880606,0.370768901972429,0.248344854730928,0.849880952380952,1,0.185036062235528,0.795357142857143,0.833333333333333,0.227635412870848,0.2377149843318,0.416377125796363,0.248935632025577
"222","yapsa_0.06","ColoRect-AdenoCA",2.26564232508643,2.31830907177403,0.399721177280829,0.780048007548008,0.8,0.172094619861068,0.376286246342138,0.35581240072587,0.249215007864767,0.770928571428571,0.8,0.218787173679439,0.871,1,0.204818772375474,0.239512064269667,0.512281910514988,0.336937959799051
"223","deconstruct_0.10","Breast-AdenoCA",2.26077279264485,2.30098442657305,0.441535009552359,0.798031746031746,0.857142857142857,0.152733298748204,0.411060540688489,0.3632633728854,0.231834021184909,0.697666666666667,0.75,0.19311987519488,0.974166666666667,1,0.0974528289587012,0.226174967729433,1.08801221501761,0.822236232634942
"224","deconstruct_0.06","Ovary-AdenoCA",2.25759967797756,2.434931000762,0.722340643305404,0.812634920634921,0.857142857142857,0.196541462515688,0.407733655355775,0.289475412503418,0.402404887153426,0.830333333333333,1,0.235110834240161,0.835,1,0.213851170752753,0.258182165492551,0.952783005775659,0.257406195253467
"225","sigpro","Stomach-AdenoCA",2.24599256317125,2.32052198560213,0.489181596105953,0.751309523809524,0.8,0.182946837156311,0.38284077016208,0.303846153846154,0.282956193820673,0.637166666666667,0.666666666666667,0.238010541693748,0.991666666666667,1,0.0598117135471061,0.23376875138668,1.00136614898814,0.526879105550388
"226","msa_default_unpruned","ColoRect-AdenoCA",2.23637373489607,2.2695429296697,0.387014051555512,0.761782772782773,0.8,0.1933703671638,0.385923884151554,0.35680738448807,0.24570459476592,0.922047619047619,1,0.154077043133257,0.70025,0.714285714285714,0.248369375489606,0.237801092407223,0.378725848045319,0.224146495960842
"227","yapsa_0.01","ColoRect-AdenoCA",2.23454373351901,2.31838893839837,0.398932001751861,0.762882672882673,0.816666666666667,0.196601960948913,0.385622933147659,0.356807269105503,0.246152248768031,0.913880952380952,1,0.151141110664574,0.706285714285714,0.714285714285714,0.253496477393553,0.237794622753411,0.386410670316799,0.222091779622264
"228","sigest","Stomach-AdenoCA",2.22978922908688,2.23882849932518,0.27674645064101,0.698636974136974,0.666666666666667,0.143832946257641,0.306758389960736,0.278879631156514,0.192312678888312,0.967166666666667,1,0.0973975331375464,0.569380952380952,0.535714285714285,0.182770736509403,0.171731676205423,0.345401843438779,0.168528224864369
"229","msa_default","ColoRect-AdenoCA",2.229029747856,2.22634032634032,0.423770195706516,0.764556221556222,0.8,0.185587420446182,0.38344644262019,0.355705391511018,0.251368810907003,0.80152380952381,0.8,0.201187671283504,0.810952380952381,1,0.250015231217918,0.242024406834178,0.545315434472097,0.29172044759816
"230","msa_thresholdx100","ColoRect-AdenoCA",2.22690078769751,2.26966358682777,0.436872069263989,0.761155788655789,0.8,0.204248427155231,0.382908736112016,0.352595986380681,0.250168290059697,0.820357142857143,0.8,0.194252894725374,0.789452380952381,0.916666666666667,0.266918269051962,0.241140583936845,0.518702364787289,0.271741421095614
"231","msa_thresholdx1000","ColoRect-AdenoCA",2.21948768829506,2.26966358682777,0.427941225372545,0.757787434787435,0.8,0.199898080090483,0.384988502181128,0.366017030022756,0.248945996025402,0.815857142857143,0.8,0.19474098188119,0.788619047619048,0.916666666666667,0.266130925283658,0.241946846778289,0.532045084353786,0.286839432734444
"232","mutsig","ColoRect-AdenoCA",2.2160760353959,2.27711943534359,0.395964870581668,0.741589799089799,0.8,0.210486030225854,0.386971583651721,0.356807490725652,0.245877635923801,0.936047619047619,1,0.145432147860994,0.667,0.714285714285714,0.259864097262426,0.237719673208116,0.378334811521253,0.222091723957851
"233","yapsa_0.00","ColoRect-AdenoCA",2.21607602386216,2.27711936213794,0.395964900659699,0.741589799089799,0.8,0.210486030225854,0.386971595185463,0.356807269105503,0.245877606377294,0.936047619047619,1,0.145432147860994,0.667,0.714285714285714,0.259864097262426,0.237719679356183,0.378334771200944,0.222091779622264
"234","msa_thresholdx1000_unpruned","ColoRect-AdenoCA",2.21607602000136,2.27711940836832,0.395964886041766,0.741589799089799,0.8,0.210486030225854,0.386971599046259,0.35680738448807,0.245877626304924,0.936047619047619,1,0.145432147860994,0.667,0.714285714285714,0.259864097262426,0.237719683252917,0.37833482734264,0.222091750843501
"235","msa_thresholdx100_unpruned","ColoRect-AdenoCA",2.21607602000136,2.27711940836832,0.395964886041766,0.741589799089799,0.8,0.210486030225854,0.386971599046259,0.35680738448807,0.245877626304924,0.936047619047619,1,0.145432147860994,0.667,0.714285714285714,0.259864097262426,0.237719683252917,0.37833482734264,0.222091750843501
"236","msa_thresholdx10_unpruned","ColoRect-AdenoCA",2.21607602000136,2.27711940836832,0.395964886041766,0.741589799089799,0.8,0.210486030225854,0.386971599046259,0.35680738448807,0.245877626304924,0.936047619047619,1,0.145432147860994,0.667,0.714285714285714,0.259864097262426,0.237719683252917,0.37833482734264,0.222091750843501
"237","mutsig","Lung-AdenoCA",2.21049329846195,2.27405997478705,0.477398432086347,0.655452380952381,0.666666666666667,0.219517735634901,0.318673368204718,0.209590339560492,0.299965568487211,0.973333333333333,1,0.107830352687535,0.555833333333333,0.5,0.289978278144649,0.237172754227328,0.231578915386131,0.0621110605278506
"238","yapsa_0.00","Lung-AdenoCA",2.21049328520121,2.27405996809956,0.477398377051944,0.655452380952381,0.666666666666667,0.219517735634901,0.318673381465458,0.20959039846948,0.299965532760867,0.973333333333333,1,0.107830352687535,0.555833333333333,0.5,0.289978278144649,0.237172771299876,0.231578896438019,0.0621110916491776
"239","msa_thresholdx10","ColoRect-AdenoCA",2.20676772790207,2.25374217761367,0.432126707985906,0.752135586635587,0.8,0.202812777896623,0.387375129240786,0.372600235609538,0.249424901862652,0.811857142857143,0.8,0.197089085806667,0.782285714285714,0.833333333333333,0.266981776305554,0.242760487303426,0.54390336313145,0.289354660317632
"240","deconstruct_0.10","Ovary-AdenoCA",2.20481261598911,2.36676707597107,0.716521483296926,0.784722222222222,0.8,0.196215747032586,0.41768738401089,0.297201485586214,0.401730442475206,0.7725,0.75,0.243828137206983,0.85,1,0.214185482410505,0.265333891810971,1.10237366115618,0.474815983980456
"241","deconstruct_0.00","Stomach-AdenoCA",2.20238552437355,2.36224622040084,0.617886974476946,0.777178210678211,0.75,0.17161836386204,0.396781142293115,0.291239817451206,0.334732653137983,0.850166666666667,1,0.190905677111266,0.749,0.75,0.218501939678113,0.225864939292904,0.873954129836586,0.224527546020427
"242","deconstruct_0.03","Stomach-AdenoCA",2.20014775219171,2.34152087461545,0.639139708669332,0.773773448773449,0.8,0.18023084011541,0.395185581141627,0.286717866687446,0.336585803581776,0.801666666666667,0.8,0.209838000686212,0.793666666666667,0.775,0.225179564213029,0.226270794398941,0.915725012601228,0.266892967979003
"243","deconstruct_0.00","Eso-AdenoCA",2.17634992160903,2.26571027646056,0.411130631954509,0.790475968475968,0.8,0.13444904618448,0.439900078390965,0.380698809572539,0.228397435612699,0.757857142857143,0.8,0.172598520947042,0.858392857142857,0.833333333333333,0.139533073708231,0.219618447424,0.883468892259363,0.496503881382213
"244","deconstruct_0.03","ColoRect-AdenoCA",2.1757282967362,2.21077239847469,0.49802613876453,0.761570984570985,0.8,0.176014939690408,0.408700274692372,0.3270478161795,0.304411619117095,0.792095238095238,0.8,0.20613344252957,0.792333333333333,0.8,0.218548163257667,0.237344119755697,0.831347099451235,0.396416795756037
"245","deconstruct_0.03","Eso-AdenoCA",2.16304610757127,2.20409597810509,0.405565244139026,0.775555444555445,0.8,0.141722348542537,0.441525321000158,0.375937889960099,0.226955757975802,0.705333333333333,0.714285714285714,0.174978973780453,0.899238095238095,1,0.134781729701591,0.220556453128938,0.924704979670137,0.596477968299937
"246","deconstruct_0.10","ColoRect-AdenoCA",2.16136370857838,2.21489461912836,0.51686513172177,0.732656565656566,0.696969696969697,0.183774152778004,0.405207719993051,0.336413685756453,0.305534112182617,0.674071428571429,0.6,0.236301054959755,0.8925,1,0.201806863364481,0.241700776052019,1.02752724163509,0.596114469843783
"247","deconstruct_0.06","ColoRect-AdenoCA",2.15895618181768,2.20781230928546,0.508124999006277,0.745869796869797,0.75,0.179363109800478,0.407543818182322,0.331513310687124,0.304452073470471,0.724666666666667,0.75,0.221031783596412,0.841833333333333,1,0.217532522691968,0.239451926753401,0.937253090251055,0.452429957105683
"248","deconstruct_0.06","Stomach-AdenoCA",2.15855176519333,2.36020089174982,0.654137911231089,0.751968253968254,0.8,0.190831681522789,0.396281568139999,0.288574450468164,0.336216595793779,0.737333333333333,0.666666666666667,0.22566922547525,0.8175,1,0.223385528349744,0.228560910207572,0.991942155396771,0.338216487801553
"249","yapsa_0.10","Eso-AdenoCA",2.1444085593159,2.17413767528009,0.299989538657174,0.709642135642136,0.727272727272727,0.145151986135551,0.413686678779335,0.389180242748353,0.156667277632786,0.574595238095238,0.585714285714285,0.16756715951818,0.9835,1,0.0673156542447394,0.212439521893918,1.01095593431801,0.830099080188323
"250","deconstruct_0.00","ColoRect-AdenoCA",2.13943199999245,2.2011188472851,0.479548947490599,0.74321756021756,0.75,0.172151703055811,0.410853714293264,0.337784069953944,0.30318981469226,0.806761904761905,0.8,0.202036664965156,0.743523809523809,0.75,0.219518983815184,0.237521917550363,0.827916541870186,0.370932762195252
"251","sigpro","ColoRect-AdenoCA",2.13907204257138,2.15751400916964,0.573077231612447,0.710685425685426,0.666666666666667,0.213113527258004,0.44421367171433,0.381689115398616,0.360358180235101,0.602452380952381,0.5,0.268634184766272,0.980833333333333,1,0.086921891740508,0.258054197290769,1.21577354853024,0.812080984506159
"252","deconstruct_0.06","Eso-AdenoCA",2.12771668962959,2.17968498775854,0.37002143018857,0.744286546786547,0.75,0.133812394300032,0.447759500846598,0.404141609323988,0.224140698617115,0.640904761904762,0.666666666666667,0.16536992272614,0.934571428571429,1,0.119557101235373,0.224304823862702,1.03937113127882,0.730331386527886
"253","deconstruct_0.10","Stomach-AdenoCA",2.11925517468871,2.29752592270619,0.677761274501355,0.724761904761905,0.75,0.202976657723187,0.400078158644624,0.326889814839654,0.340043491313866,0.670166666666667,0.666666666666667,0.237200931081538,0.849166666666667,1,0.226503890354402,0.23216130466279,1.12266610613207,0.468362461813788
"254","sigest","ColoRect-AdenoCA",2.10691134183588,2.20068349289603,0.417418676284015,0.654506993006993,0.727272727272727,0.212729734340219,0.366386277211734,0.314552789126137,0.244370288741443,0.932142857142857,1,0.148630917346121,0.541154761904762,0.571428571428571,0.228336773727304,0.205070045442751,0.503038673946319,0.26328405699247
"255","sigest","Lung-AdenoCA",2.0736717254511,2.13990244302662,0.566645216555062,0.592904761904762,0.571428571428571,0.206087074039513,0.344994941215569,0.21351540914058,0.429687146564208,0.931666666666667,1,0.16598344812211,0.487,0.5,0.254792228464187,0.202689675957355,0.381585267464689,0.132295192804409
"256","deconstruct_0.10","Eso-AdenoCA",2.03397385857659,2.13366537315965,0.386404248602542,0.678845598845599,0.666666666666667,0.148744590611102,0.471335665232929,0.429048422021886,0.223992224197375,0.542309523809524,0.571428571428571,0.162447402542269,0.963,1,0.103950583960476,0.235838165982931,1.35579929034962,1.08512304414071
"257","sigpro","Breast-AdenoCA",2.00860654338232,2.04948280682136,0.403794882904656,0.715349206349206,0.75,0.149746676341713,0.568893456617684,0.555555555555556,0.250291036786932,0.5775,0.6,0.181191575977989,1,1,0,0.314075084963552,1.67205199043906,1.57313123382978
"258","sigpro","Eso-AdenoCA",1.83398054102851,1.85865800865801,0.408413003856146,0.609107503607504,0.633333333333334,0.170823602565965,0.625340887542916,0.590079365079365,0.269076391594295,0.459321428571429,0.464285714285715,0.178146926490952,1,1,0,0.322598534192508,1.74912175528208,1.60475904385841
"259","fitms_0.030","Skin-Melanoma",1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,NA,NA
"260","fitms_0.050","Skin-Melanoma",1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,NA,NA
"261","fitms_0.060","Skin-Melanoma",1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,NA,NA
